Date,Open,High,Low,Close,GAP up/down,Range,O-C,C-C,LOD>P.Close,P.Close>High,,,
1/26/21,"3,862.96","3,870.90","3,847.78","3,849.62",7.6,23.12,-13.34,-5.74,-7.58,-15.54,,,
1/27/21,"3,836.83","3,836.83","3,732.48","3,750.77",-12.79,104.35,-86.06,-98.85,-117.14,12.79,,,
1/28/21,"3,755.75","3,830.50","3,755.75","3,787.38",4.98,74.75,31.63,36.61,4.98,-79.73,,,
1/29/21,"3,778.05","3,778.05","3,694.12","3,714.24",-9.33,83.93,-63.81,-73.14,-93.26,9.33,,,
2/1/21,"3,731.17","3,784.32","3,725.62","3,773.86",16.93,58.7,42.69,59.62,11.38,-70.08,,,
2/2/21,"3,791.84","3,843.09","3,791.84","3,826.31",17.98,51.25,34.47,52.45,17.98,-69.23,,,
2/3/21,"3,840.27","3,847.51","3,816.68","3,830.17",13.96,30.83,-10.1,3.86,-9.63,-21.2,,,
2/4/21,"3,836.66","3,872.42","3,836.66","3,871.74",6.49,35.76,35.08,41.57,6.49,-42.25,,,
2/5/21,"3,878.30","3,894.56","3,874.93","3,886.83",6.56,19.63,8.53,15.09,3.19,-22.82,,,
2/8/21,"3,892.59","3,915.77","3,892.59","3,915.59",5.76,23.18,23,28.76,5.76,-28.94,,,
2/9/21,"3,910.49","3,918.35","3,902.64","3,911.23",-5.1,15.71,0.74,-4.36,-12.95,-2.76,,,
2/10/21,"3,920.78","3,931.50","3,884.94","3,909.88",9.55,46.56,-10.9,-1.35,-26.29,-20.27,,,
2/11/21,"3,916.40","3,925.99","3,890.39","3,916.38",6.52,35.6,-0.02,6.5,-19.49,-16.11,,,
2/12/21,"3,911.65","3,937.23","3,905.78","3,934.83",-4.73,31.45,23.18,18.45,-10.6,-20.85,,,
2/16/21,"3,939.61","3,950.43","3,923.85","3,932.59",4.78,26.58,-7.02,-2.24,-10.98,-15.6,,,
2/17/21,"3,918.50","3,933.61","3,900.43","3,931.33",-14.09,33.18,12.83,-1.26,-32.16,-1.02,,,
2/18/21,"3,915.86","3,921.98","3,885.03","3,913.97",-15.47,36.95,-1.89,-17.36,-46.3,9.35,,,
2/19/21,"3,921.16","3,930.41","3,903.07","3,906.71",7.19,27.34,-14.45,-7.26,-10.9,-16.44,,,
2/22/21,"3,885.55","3,902.92","3,874.71","3,876.50",-21.16,28.21,-9.05,-30.21,-32,3.79,,,
2/23/21,"3,857.07","3,895.98","3,805.59","3,881.37",-19.43,90.39,24.3,4.87,-70.91,-19.48,,,
2/24/21,"3,873.71","3,928.65","3,859.60","3,925.43",-7.66,69.05,51.72,44.06,-21.77,-47.28,,,
2/25/21,"3,915.80","3,925.02","3,814.04","3,829.34",-9.63,110.98,-86.46,-96.09,-111.39,0.41,,,
2/26/21,"3,839.66","3,861.08","3,789.54","3,811.15",10.32,71.54,-28.51,-18.19,-39.8,-31.74,,,
3/1/21,"3,842.51","3,914.50","3,842.51","3,901.82",31.36,71.99,59.31,90.67,31.36,-103.35,,,
3/2/21,"3,903.64","3,906.41","3,868.57","3,870.29",1.82,37.84,-33.35,-31.53,-33.25,-4.59,,,
3/3/21,"3,863.99","3,874.47","3,818.86","3,819.72",-6.3,55.61,-44.27,-50.57,-51.43,-4.18,,,
3/4/21,"3,818.53","3,843.67","3,723.34","3,768.47",-1.19,120.33,-50.06,-51.25,-96.38,-23.95,,,
3/5/21,"3,793.58","3,851.69","3,730.19","3,841.94",25.11,121.5,48.36,73.47,-38.28,-83.22,,,
3/8/21,"3,844.39","3,881.06","3,819.25","3,821.35",2.45,61.81,-23.04,-20.59,-22.69,-39.12,,,
3/9/21,"3,851.93","3,903.76","3,851.93","3,875.44",30.58,51.83,23.51,54.09,30.58,-82.41,,,
3/10/21,"3,891.99","3,917.35","3,885.73","3,898.81",16.55,31.62,6.82,23.37,10.29,-41.91,,,
3/11/21,"3,915.54","3,960.27","3,915.54","3,939.34",16.73,44.73,23.8,40.53,16.73,-61.46,,,
3/12/21,"3,924.52","3,944.99","3,915.21","3,943.34",-14.82,29.78,18.82,4,-24.13,-5.65,,,
3/15/21,"3,942.96","3,970.08","3,923.54","3,968.94",-0.38,46.54,25.98,25.6,-19.8,-26.74,,,
3/16/21,"3,973.59","3,981.04","3,953.44","3,962.71",4.65,27.6,-10.88,-6.23,-15.5,-12.1,,,
3/17/21,"3,949.57","3,983.87","3,935.74","3,974.12",-13.14,48.13,24.55,11.41,-26.97,-21.16,,,
3/18/21,"3,953.50","3,969.62","3,910.86","3,915.46",-20.62,58.76,-38.04,-58.66,-63.26,4.5,,,
3/19/21,"3,913.14","3,930.12","3,886.75","3,913.10",-2.32,43.37,-0.04,-2.36,-28.71,-14.66,,,
3/22/21,"3,916.48","3,955.31","3,914.16","3,940.59",3.38,41.15,24.11,27.49,1.06,-42.21,,,
3/23/21,"3,937.60","3,949.13","3,901.57","3,910.52",-2.99,47.56,-27.08,-30.07,-39.02,-8.54,,,
3/24/21,"3,919.93","3,942.08","3,889.07","3,889.14",9.41,53.01,-30.79,-21.38,-21.45,-31.56,,,
3/25/21,"3,879.34","3,919.54","3,853.50","3,909.52",-9.8,66.04,30.18,20.38,-35.64,-30.4,,,
3/26/21,"3,917.12","3,978.19","3,917.12","3,974.54",7.6,61.07,57.42,65.02,7.6,-68.67,,,
3/29/21,"3,969.31","3,981.83","3,943.25","3,971.09",-5.23,38.58,1.78,-3.45,-31.29,-7.29,,,
3/30/21,"3,963.34","3,968.01","3,944.35","3,958.55",-7.75,23.66,-4.79,-12.54,-26.74,3.08,,,
3/31/21,"3,967.25","3,994.41","3,966.98","3,972.89",8.7,27.43,5.64,14.34,8.43,-35.86,,,
4/1/21,"3,992.78","4,020.63","3,992.78","4,019.87",19.89,27.85,27.09,46.98,19.89,-47.74,,,
4/5/21,"4,034.44","4,083.42","4,034.44","4,077.91",14.57,48.98,43.47,58.04,14.57,-63.55,,,
4/6/21,"4,075.57","4,086.23","4,068.14","4,073.94",-2.34,18.09,-1.63,-3.97,-9.77,-8.32,,,
4/7/21,"4,074.29","4,083.13","4,068.31","4,079.95",0.35,14.82,5.66,6.01,-5.63,-9.19,,,
4/8/21,"4,089.95","4,098.19","4,082.54","4,097.17",10,15.65,7.22,17.22,2.59,-18.24,,,
4/9/21,"4,096.11","4,129.48","4,095.51","4,128.80",-1.06,33.97,32.69,31.63,-1.66,-32.31,,,
4/12/21,"4,124.71","4,131.76","4,114.82","4,127.99",-4.09,16.94,3.28,-0.81,-13.98,-2.96,,,
4/13/21,"4,130.10","4,148.00","4,124.43","4,141.59",2.11,23.57,11.49,13.6,-3.56,-20.01,,,
4/14/21,"4,141.58","4,151.69","4,120.87","4,124.66",-0.01,30.82,-16.92,-16.93,-20.72,-10.1,,,
4/15/21,"4,139.76","4,173.49","4,139.76","4,170.42",15.1,33.73,30.66,45.76,15.1,-48.83,,,
4/16/21,"4,174.14","4,191.31","4,170.75","4,185.47",3.72,20.56,11.33,15.05,0.33,-20.89,,,
4/19/21,"4,179.80","4,180.81","4,150.47","4,163.26",-5.67,30.34,-16.54,-22.21,-35,4.66,,,
4/20/21,"4,159.18","4,159.18","4,118.38","4,134.94",-4.08,40.8,-24.24,-28.32,-44.88,4.08,,,
4/21/21,"4,128.42","4,175.02","4,126.35","4,173.42",-6.52,48.67,45,38.48,-8.59,-40.08,,,
4/22/21,"4,170.46","4,179.57","4,123.69","4,134.98",-2.96,55.88,-35.48,-38.44,-49.73,-6.15,,,
4/23/21,"4,138.78","4,194.17","4,138.78","4,180.17",3.8,55.39,41.39,45.19,3.8,-59.19,,,
4/26/21,"4,185.03","4,194.19","4,182.36","4,187.62",4.86,11.83,2.59,7.45,2.19,-14.02,,,
4/27/21,"4,188.25","4,193.35","4,176.22","4,186.72",0.63,17.13,-1.53,-0.9,-11.4,-5.73,,,
4/28/21,"4,185.14","4,201.53","4,181.78","4,183.18",-1.58,19.75,-1.96,-3.54,-4.94,-14.81,,,
4/29/21,"4,206.14","4,218.78","4,176.81","4,211.47",22.96,41.97,5.33,28.29,-6.37,-35.6,,,
4/30/21,"4,198.10","4,198.10","4,174.85","4,181.17",-13.37,23.25,-16.93,-30.3,-36.62,13.37,,,
5/3/21,"4,191.98","4,209.39","4,188.03","4,192.66",10.81,21.36,0.68,11.49,6.86,-28.22,,,
5/4/21,"4,179.04","4,179.04","4,128.59","4,164.66",-13.62,50.45,-14.38,-28,-64.07,13.62,,,
5/5/21,"4,177.06","4,187.72","4,160.94","4,167.59",12.4,26.78,-9.47,2.93,-3.72,-23.06,,,
5/6/21,"4,169.14","4,202.70","4,147.33","4,201.62",1.55,55.37,32.48,34.03,-20.26,-35.11,,,
5/7/21,"4,210.34","4,238.04","4,201.64","4,232.60",8.72,36.4,22.26,30.98,0.02,-36.42,,,
5/10/21,"4,228.29","4,236.39","4,188.13","4,188.43",-4.31,48.26,-39.86,-44.17,-44.47,-3.79,,,
5/11/21,"4,150.34","4,162.04","4,111.53","4,152.10",-38.09,50.51,1.76,-36.33,-76.9,26.39,,,
5/12/21,"4,130.55","4,134.73","4,056.88","4,063.04",-21.55,77.85,-67.51,-89.06,-95.22,17.37,,,
5/13/21,"4,074.99","4,131.58","4,074.99","4,112.50",11.95,56.59,37.51,49.46,11.95,-68.54,,,
5/14/21,"4,129.58","4,183.13","4,129.58","4,173.85",17.08,53.55,44.27,61.35,17.08,-70.63,,,
5/17/21,"4,169.92","4,171.92","4,142.69","4,163.29",-3.93,29.23,-6.63,-10.56,-31.16,1.93,,,
5/18/21,"4,165.94","4,169.15","4,125.99","4,127.83",2.65,43.16,-38.11,-35.46,-37.3,-5.86,,,
5/19/21,"4,098.45","4,116.93","4,061.41","4,115.68",-29.38,55.52,17.23,-12.15,-66.42,10.9,,,
5/20/21,"4,121.97","4,172.80","4,121.97","4,159.12",6.29,50.83,37.15,43.44,6.29,-57.12,,,
5/21/21,"4,168.61","4,188.72","4,151.72","4,155.86",9.49,37,-12.75,-3.26,-7.4,-29.6,,,
5/24/21,"4,170.16","4,209.52","4,170.16","4,197.05",14.3,39.36,26.89,41.19,14.3,-53.66,,,
5/25/21,"4,205.94","4,213.42","4,182.52","4,188.13",8.89,30.9,-17.81,-8.92,-14.53,-16.37,,,
5/26/21,"4,191.59","4,202.61","4,184.11","4,195.99",3.46,18.5,4.4,7.86,-4.02,-14.48,,,
5/27/21,"4,201.94","4,213.38","4,197.78","4,200.88",5.95,15.6,-1.06,4.89,1.79,-17.39,,,
5/28/21,"4,210.77","4,218.36","4,203.57","4,204.11",9.89,14.79,-6.66,3.23,2.69,-17.48,,,
6/1/21,"4,216.52","4,234.12","4,197.59","4,202.04",12.41,36.53,-14.48,-2.07,-6.52,-30.01,,,
6/2/21,"4,206.82","4,217.37","4,198.27","4,208.12",4.78,19.1,1.3,6.08,-3.77,-15.33,,,
6/3/21,"4,191.43","4,204.39","4,167.93","4,192.85",-16.69,36.46,1.42,-15.27,-40.19,3.73,,,
6/4/21,"4,206.05","4,233.45","4,206.05","4,229.89",13.2,27.4,23.84,37.04,13.2,-40.6,,,
6/7/21,"4,229.34","4,232.34","4,215.66","4,226.52",-0.55,16.68,-2.82,-3.37,-14.23,-2.45,,,
6/8/21,"4,233.81","4,236.74","4,208.41","4,227.26",7.29,28.33,-6.55,0.74,-18.11,-10.22,,,
6/9/21,"4,232.99","4,237.09","4,218.74","4,219.55",5.73,18.35,-13.44,-7.71,-8.52,-9.83,,,
6/10/21,"4,228.56","4,249.74","4,220.34","4,239.18",9.01,29.4,10.62,19.63,0.79,-30.19,,,
6/11/21,"4,242.90","4,248.38","4,232.25","4,247.44",3.72,16.13,4.54,8.26,-6.93,-9.2,,,
6/14/21,"4,248.31","4,255.59","4,234.07","4,255.15",0.87,21.52,6.84,7.71,-13.37,-8.15,,,
6/15/21,"4,255.28","4,257.16","4,238.35","4,246.59",0.13,18.81,-8.69,-8.56,-16.8,-2.01,,,
6/16/21,"4,248.87","4,251.89","4,202.45","4,223.70",2.28,49.44,-25.17,-22.89,-44.14,-5.3,,,
6/17/21,"4,220.37","4,232.29","4,196.05","4,221.86",-3.33,36.24,1.49,-1.84,-27.65,-8.59,,,
6/18/21,"4,204.78","4,204.78","4,164.40","4,166.45",-17.08,40.38,-38.33,-55.41,-57.46,17.08,,,
6/21/21,"4,173.40","4,226.24","4,173.40","4,224.79",6.95,52.84,51.39,58.34,6.95,-59.79,,,
6/22/21,"4,224.61","4,255.84","4,217.27","4,246.44",-0.18,38.57,21.83,21.65,-7.52,-31.05,,,
6/23/21,"4,249.27","4,256.60","4,241.43","4,241.84",2.83,15.17,-7.43,-4.6,-5.01,-10.16,,,
6/24/21,"4,256.97","4,271.28","4,256.97","4,266.49",15.13,14.31,9.52,24.65,15.13,-29.44,,,
6/25/21,"4,274.45","4,286.12","4,271.16","4,280.70",7.96,14.96,6.25,14.21,4.67,-19.63,,,
6/28/21,"4,284.90","4,292.14","4,274.67","4,290.61",4.2,17.47,5.71,9.91,-6.03,-11.44,,,
6/29/21,"4,293.21","4,300.52","4,287.04","4,291.80",2.6,13.48,-1.41,1.19,-3.57,-9.91,,,
6/30/21,"4,290.65","4,302.43","4,287.96","4,297.50",-1.15,14.47,6.85,5.7,-3.84,-10.63,,,
7/1/21,"4,300.73","4,320.66","4,300.73","4,319.94",3.23,19.93,19.21,22.44,3.23,-23.16,,,
7/2/21,"4,326.60","4,355.43","4,326.60","4,352.34",6.66,28.83,25.74,32.4,6.66,-35.49,,,
7/6/21,"4,356.46","4,356.46","4,314.37","4,343.54",4.12,42.09,-12.92,-8.8,-37.97,-4.12,,,
7/7/21,"4,351.01","4,361.88","4,329.79","4,358.13",7.47,32.09,7.12,14.59,-13.75,-18.34,,,
7/8/21,"4,321.07","4,330.88","4,289.37","4,320.82",-37.06,41.51,-0.25,-37.31,-68.76,27.25,,,
7/9/21,"4,329.38","4,371.60","4,329.38","4,369.55",8.56,42.22,40.17,48.73,8.56,-50.78,,,
7/12/21,"4,372.41","4,386.68","4,364.03","4,384.63",2.86,22.65,12.22,15.08,-5.52,-17.13,,,
7/13/21,"4,381.07","4,392.37","4,366.92","4,369.21",-3.56,25.45,-11.86,-15.42,-17.71,-7.74,,,
7/14/21,"4,380.11","4,393.68","4,362.36","4,374.30",10.9,31.32,-5.81,5.09,-6.85,-24.47,,,
7/15/21,"4,369.02","4,369.02","4,340.70","4,360.03",-5.28,28.32,-8.99,-14.27,-33.6,5.28,,,
7/16/21,"4,367.43","4,375.09","4,322.53","4,327.16",7.4,52.56,-40.27,-32.87,-37.5,-15.06,,,
7/19/21,"4,296.40","4,296.40","4,233.13","4,258.49",-30.76,63.27,-37.91,-68.67,-94.03,30.76,,,
7/20/21,"4,265.11","4,336.84","4,262.05","4,323.06",6.62,74.79,57.95,64.57,3.56,-78.35,,,
7/21/21,"4,331.13","4,359.70","4,331.13","4,358.69",8.07,28.57,27.56,35.63,8.07,-36.64,,,
7/22/21,"4,361.27","4,369.87","4,350.06","4,367.48",2.58,19.81,6.21,8.79,-8.63,-11.18,,,
7/23/21,"4,381.20","4,415.18","4,381.20","4,411.79",13.72,33.98,30.59,44.31,13.72,-47.7,,,
7/26/21,"4,409.58","4,422.73","4,405.45","4,422.30",-2.21,17.28,12.72,10.51,-6.34,-10.94,,,
7/27/21,"4,416.38","4,416.38","4,372.51","4,401.46",-5.92,43.87,-14.92,-20.84,-49.79,5.92,,,
7/28/21,"4,402.95","4,415.47","4,387.01","4,400.64",1.49,28.46,-2.31,-0.82,-14.45,-14.01,,,
7/29/21,"4,403.59","4,429.97","4,403.59","4,419.15",2.95,26.38,15.56,18.51,2.95,-29.33,,,
7/30/21,"4,395.12","4,412.25","4,389.65","4,395.26",-24.03,22.6,0.14,-23.89,-29.5,6.9,,,
8/2/21,"4,406.86","4,422.18","4,384.81","4,387.16",11.6,37.37,-19.7,-8.1,-10.45,-26.92,,,
8/3/21,"4,392.74","4,423.79","4,373.00","4,423.15",5.58,50.79,30.41,35.99,-14.16,-36.63,,,
8/4/21,"4,415.95","4,416.17","4,400.23","4,402.66",-7.2,15.94,-13.29,-20.49,-22.92,6.98,,,
8/5/21,"4,408.86","4,429.76","4,408.86","4,429.10",6.2,20.9,20.24,26.44,6.2,-27.1,,,
8/6/21,"4,429.07","4,440.82","4,429.07","4,436.52",-0.03,11.75,7.45,7.42,-0.03,-11.72,,,
8/9/21,"4,437.77","4,439.39","4,424.74","4,432.35",1.25,14.65,-5.42,-4.17,-11.78,-2.87,,,
8/10/21,"4,435.79","4,445.21","4,430.03","4,436.75",3.44,15.18,0.96,4.4,-2.32,-12.86,,,
8/11/21,"4,442.18","4,449.44","4,436.42","4,447.70",5.43,13.02,5.52,10.95,-0.33,-12.69,,,
8/12/21,"4,446.08","4,461.77","4,435.96","4,460.83",-1.62,25.81,14.75,13.13,-11.74,-14.07,,,
8/13/21,"4,464.84","4,468.37","4,460.82","4,468.00",4.01,7.55,3.16,7.17,-0.01,-7.54,,,
8/16/21,"4,461.65","4,480.26","4,437.66","4,479.71",-6.35,42.6,18.06,11.71,-30.34,-12.26,,,
8/17/21,"4,462.12","4,462.12","4,417.83","4,448.08",-17.59,44.29,-14.04,-31.63,-61.88,17.59,,,
8/18/21,"4,440.94","4,454.32","4,397.59","4,400.27",-7.14,56.73,-40.67,-47.81,-50.49,-6.24,,,
8/19/21,"4,382.44","4,418.61","4,367.73","4,405.80",-17.83,50.88,23.36,5.53,-32.54,-18.34,,,
8/20/21,"4,410.56","4,444.35","4,406.80","4,441.67",4.76,37.55,31.11,35.87,1,-38.55,,,
8/23/21,"4,450.29","4,489.88","4,450.29","4,479.53",8.62,39.59,29.24,37.86,8.62,-48.21,,,
8/24/21,"4,484.40","4,492.81","4,482.28","4,486.23",4.87,10.53,1.83,6.7,2.75,-13.28,,,
8/25/21,"4,490.45","4,501.71","4,485.66","4,496.19",4.22,16.05,5.74,9.96,-0.57,-15.48,,,
8/26/21,"4,493.75","4,495.90","4,468.99","4,470.00",-2.44,26.91,-23.75,-26.19,-27.2,0.29,,,
8/27/21,"4,474.10","4,513.33","4,474.10","4,509.37",4.1,39.23,35.27,39.37,4.1,-43.33,,,
8/30/21,"4,513.76","4,537.36","4,513.76","4,528.79",4.39,23.6,15.03,19.42,4.39,-27.99,,,
8/31/21,"4,529.75","4,531.39","4,515.80","4,522.68",0.96,15.59,-7.07,-6.11,-12.99,-2.6,,,
9/1/21,"4,528.80","4,537.11","4,522.02","4,524.09",6.12,15.09,-4.71,1.41,-0.66,-14.43,,,
9/2/21,"4,534.48","4,545.85","4,524.66","4,536.95",10.39,21.19,2.47,12.86,0.57,-21.76,,,
9/3/21,"4,532.42","4,541.45","4,521.30","4,535.43",-4.53,20.15,3.01,-1.52,-15.65,-4.5,,,
9/7/21,"4,535.38","4,535.38","4,513.00","4,520.03",-0.05,22.38,-15.35,-15.4,-22.43,0.05,,,
9/8/21,"4,518.09","4,521.79","4,493.95","4,514.07",-1.94,27.84,-4.02,-5.96,-26.08,-1.76,,,
9/9/21,"4,513.02","4,529.90","4,492.07","4,493.28",-1.05,37.83,-19.74,-20.79,-22,-15.83,,,
9/10/21,"4,506.92","4,520.47","4,457.66","4,458.58",13.64,62.81,-48.34,-34.7,-35.62,-27.19,,,
9/13/21,"4,474.81","4,492.99","4,445.70","4,468.73",16.23,47.29,-6.08,10.15,-12.88,-34.41,,,
9/14/21,"4,479.33","4,485.68","4,435.46","4,443.05",10.6,50.22,-36.28,-25.68,-33.27,-16.95,,,
9/15/21,"4,447.49","4,486.87","4,438.37","4,480.70",4.44,48.5,33.21,37.65,-4.68,-43.82,,,
9/16/21,"4,477.09","4,485.87","4,443.80","4,473.75",-3.61,42.07,-3.34,-6.95,-36.9,-5.17,,,
9/17/21,"4,469.74","4,471.52","4,427.76","4,432.99",-4.01,43.76,-36.75,-40.76,-45.99,2.23,,,
9/20/21,"4,402.95","4,402.95","4,305.91","4,357.73",-30.04,97.04,-45.22,-75.26,-127.08,30.04,,,
9/21/21,"4,374.45","4,394.87","4,347.96","4,354.19",16.72,46.91,-20.26,-3.54,-9.77,-37.14,,,
9/22/21,"4,367.43","4,416.75","4,367.43","4,395.64",13.24,49.32,28.21,41.45,13.24,-62.56,,,
9/23/21,"4,406.75","4,465.40","4,406.75","4,448.98",11.11,58.65,42.23,53.34,11.11,-69.76,,,
9/24/21,"4,438.04","4,463.12","4,430.27","4,455.48",-10.94,32.85,17.44,6.5,-18.71,-14.14,,,
9/27/21,"4,442.12","4,457.30","4,436.19","4,443.11",-13.36,21.11,0.99,-12.37,-19.29,-1.82,,,
9/28/21,"4,419.54","4,419.54","4,346.33","4,352.63",-23.57,73.21,-66.91,-90.48,-96.78,23.57,,,
9/29/21,"4,362.41","4,385.57","4,355.08","4,359.46",9.78,30.49,-2.95,6.83,2.45,-32.94,,,
9/30/21,"4,370.67","4,382.55","4,306.24","4,307.54",11.21,76.31,-63.13,-51.92,-53.22,-23.09,,,
10/1/21,"4,317.16","4,375.19","4,288.52","4,357.04",9.62,86.67,39.88,49.5,-19.02,-67.65,,,
10/4/21,"4,348.84","4,355.51","4,278.94","4,300.46",-8.2,76.57,-48.38,-56.58,-78.1,1.53,,,
10/5/21,"4,309.87","4,369.23","4,309.87","4,345.72",9.41,59.36,35.85,45.26,9.41,-68.77,,,
10/6/21,"4,319.57","4,365.57","4,290.49","4,363.55",-26.15,75.08,43.98,17.83,-55.23,-19.85,,,
10/7/21,"4,383.73","4,429.97","4,383.73","4,399.76",20.18,46.24,16.03,36.21,20.18,-66.42,,,
10/8/21,"4,406.51","4,412.02","4,386.22","4,391.34",6.75,25.8,-15.17,-8.42,-13.54,-12.26,,,
10/11/21,"4,385.44","4,415.88","4,360.59","4,361.19",-5.9,55.29,-24.25,-30.15,-30.75,-24.54,,,
10/12/21,"4,368.31","4,374.89","4,342.09","4,350.65",7.12,32.8,-17.66,-10.54,-19.1,-13.7,,,
10/13/21,"4,358.01","4,372.87","4,329.92","4,363.80",7.36,42.95,5.79,13.15,-20.73,-22.22,,,
10/14/21,"4,386.75","4,439.73","4,386.75","4,438.26",22.95,52.98,51.51,74.46,22.95,-75.93,,,
10/15/21,"4,447.69","4,475.82","4,447.69","4,471.37",9.43,28.13,23.68,33.11,9.43,-37.56,,,
10/18/21,"4,463.72","4,488.75","4,447.47","4,486.46",-7.65,41.28,22.74,15.09,-23.9,-17.38,,,
10/19/21,"4,497.34","4,520.40","4,496.41","4,519.63",10.88,23.99,22.29,33.17,9.95,-33.94,,,
10/20/21,"4,524.42","4,540.87","4,524.40","4,536.19",4.79,16.47,11.77,16.56,4.77,-21.24,,,
10/21/21,"4,532.24","4,551.44","4,526.89","4,549.78",-3.95,24.55,17.54,13.59,-9.3,-15.25,,,
10/22/21,"4,546.12","4,559.67","4,524.00","4,544.90",-3.66,35.67,-1.22,-4.88,-25.78,-9.89,,,
10/25/21,"4,553.69","4,572.62","4,537.36","4,566.48",8.79,35.26,12.79,21.58,-7.54,-27.72,,,
10/26/21,"4,578.69","4,598.53","4,569.17","4,574.79",12.21,29.36,-3.9,8.31,2.69,-32.05,,,
10/27/21,"4,580.22","4,584.57","4,551.66","4,551.68",5.43,32.91,-28.54,-23.11,-23.13,-9.78,,,
10/28/21,"4,562.84","4,597.55","4,562.84","4,596.42",11.16,34.71,33.58,44.74,11.16,-45.87,,,
10/29/21,"4,572.87","4,608.08","4,567.59","4,605.38",-23.55,40.49,32.51,8.96,-28.83,-11.66,,,
11/1/21,"4,610.62","4,620.34","4,595.06","4,613.67",5.24,25.28,3.05,8.29,-10.32,-14.96,,,
11/2/21,"4,613.34","4,635.15","4,613.34","4,630.65",-0.33,21.81,17.31,16.98,-0.33,-21.48,,,
11/3/21,"4,630.65","4,663.46","4,621.19","4,660.57",0,42.27,29.92,29.92,-9.46,-32.81,,,
11/4/21,"4,662.93","4,683.00","4,662.59","4,680.06",2.36,20.41,17.13,19.49,2.02,-22.43,,,
11/5/21,"4,699.26","4,718.50","4,681.32","4,697.53",19.2,37.18,-1.73,17.47,1.26,-38.44,,,
11/8/21,"4,701.48","4,714.92","4,694.39","4,701.70",3.95,20.53,0.22,4.17,-3.14,-17.39,,,
11/9/21,"4,707.25","4,708.53","4,670.87","4,685.25",5.55,37.66,-22,-16.45,-30.83,-6.83,,,
11/10/21,"4,670.26","4,684.85","4,630.86","4,646.71",-14.99,53.99,-23.55,-38.54,-54.39,0.4,,,
11/11/21,"4,659.39","4,664.55","4,648.31","4,649.27",12.68,16.24,-10.12,2.56,1.6,-17.84,,,
11/12/21,"4,655.24","4,688.47","4,650.77","4,682.85",5.97,37.7,27.61,33.58,1.5,-39.2,,,
11/15/21,"4,689.30","4,697.42","4,672.86","4,682.80",6.45,24.56,-6.5,-0.05,-9.99,-14.57,,,
11/16/21,"4,679.42","4,714.95","4,679.42","4,700.90",-3.38,35.53,21.48,18.1,-3.38,-32.15,,,
11/17/21,"4,701.50","4,701.50","4,684.41","4,688.67",0.6,17.09,-12.83,-12.23,-16.49,-0.6,,,
11/18/21,"4,700.72","4,708.80","4,672.78","4,704.54",12.05,36.02,3.82,15.87,-15.89,-20.13,,,
11/19/21,"4,708.44","4,717.75","4,694.22","4,697.96",3.9,23.53,-10.48,-6.58,-10.32,-13.21,,,
11/22/21,"4,712.00","4,743.83","4,682.17","4,682.94",14.04,61.66,-29.06,-15.02,-15.79,-45.87,,,
11/23/21,"4,678.48","4,699.39","4,652.66","4,690.70",-4.46,46.73,12.22,7.76,-30.28,-16.45,,,
11/24/21,"4,675.78","4,702.87","4,659.89","4,701.46",-14.92,42.98,25.68,10.76,-30.81,-12.17,,,
11/26/21,"4,664.63","4,664.63","4,585.43","4,594.62",-36.83,79.2,-70.01,-106.84,-116.03,36.83,,,
11/29/21,"4,628.75","4,672.95","4,625.26","4,655.27",34.13,47.69,26.52,60.65,30.64,-78.33,,,
11/30/21,"4,640.25","4,646.02","4,560.00","4,567.00",-15.02,86.02,-73.25,-88.27,-95.27,9.25,,,
12/1/21,"4,602.82","4,652.94","4,510.27","4,513.04",35.82,142.67,-89.78,-53.96,-56.73,-85.94,,,
12/2/21,"4,504.73","4,595.46","4,504.73","4,577.10",-8.31,90.73,72.37,64.06,-8.31,-82.42,,,
12/3/21,"4,589.49","4,608.03","4,495.12","4,538.43",12.39,112.91,-51.06,-38.67,-81.98,-30.93,,,
12/6/21,"4,548.37","4,612.60","4,540.51","4,591.67",9.94,72.09,43.3,53.24,2.08,-74.17,,,
12/7/21,"4,631.97","4,694.04","4,631.97","4,686.75",40.3,62.07,54.78,95.08,40.3,-102.37,,,
12/8/21,"4,690.86","4,705.06","4,674.52","4,701.21",4.11,30.54,10.35,14.46,-12.23,-18.31,,,
12/9/21,"4,691.00","4,695.26","4,665.98","4,667.45",-10.21,29.28,-23.55,-33.76,-35.23,5.95,,,
12/10/21,"4,687.64","4,713.57","4,670.24","4,712.02",20.19,43.33,24.38,44.57,2.79,-46.12,,,
12/13/21,"4,710.30","4,710.30","4,667.60","4,668.97",-1.72,42.7,-41.33,-43.05,-44.42,1.72,,,
12/14/21,"4,642.99","4,660.47","4,606.52","4,634.09",-25.98,53.95,-8.9,-34.88,-62.45,8.5,,,
12/15/21,"4,636.46","4,712.60","4,611.22","4,709.85",2.37,101.38,73.39,75.76,-22.87,-78.51,,,
12/16/21,"4,719.13","4,731.99","4,651.89","4,668.67",9.28,80.1,-50.46,-41.18,-57.96,-22.14,,,
12/17/21,"4,652.50","4,666.70","4,600.22","4,620.64",-16.17,66.48,-31.86,-48.03,-68.45,1.97,,,
12/20/21,"4,587.90","4,587.90","4,531.10","4,568.02",-32.74,56.8,-19.88,-52.62,-89.54,32.74,,,
